,id_left,text_left,id_right,text_right,label
12028,Q1748,what are add ons,D1655-3,"Add-on (Mozilla) , a piece of software that enhances and customizes Mozilla-based applications",1.0
12029,Q1748,what are add ons,D1655-4,"Add-ons for Firefox (addons.mozilla.org), the official Mozilla Foundation web site which serves as a repository of add-ons for Mozilla-based applications",1.0
12030,Q1748,what are add ons,D1655-5,"Peripheral , an optional computer hardware component that significantly supplements or enhances the functionality of the original unit",1.0
12031,Q1748,what are add ons,D1655-6,"Video game accessory , a piece of hardware used in conjunction with a video game console for playing video games",1.0
12032,Q1751,what are club seats,D1658-0,Club level seating is a special section of seating in modern sports stadiums .,0.0
12033,Q1751,what are club seats,D1658-1,"The Club Level is usually located towards the middle of the stage of seating sections, above the lower deck but below the upper deck.",0.0
12034,Q1751,what are club seats,D1658-2,"They are usually right next to the Luxury Boxes , either right above, right below, or sandwiched between two levels of Luxury Boxes.",1.0
12035,Q1751,what are club seats,D1658-3,"Club Level seating is considered as higher class than sitting anywhere else in the arena, but lower class compared to the Luxury Boxes.",1.0
12036,Q1751,what are club seats,D1658-4,"Unlike the Luxury Boxes, most club levels do not wrap entirely around the arena.",0.0
12037,Q1751,what are club seats,D1658-5,"Some club levels stop at a certain point, giving way to an expansion of the Mezzanine , while others give way to lower class Luxury Boxes (such as ""Party Suites"").",0.0
12038,Q1751,what are club seats,D1658-6,"A notable exception to this is Emirates Stadium in London , which has a complete tier of club seating.",0.0
12039,Q1751,what are club seats,D1658-7,Club Levels allow fans multiple levels of entertainment.,0.0
12040,Q1751,what are club seats,D1658-8,"Club Level seating is open to the elements, as opposed to the entirely enclosed luxury boxes, which gives more of an outdoors impression at roofless and open-roof stadiums and arenas.",0.0
12041,Q1751,what are club seats,D1658-9,Club Level seating is normally bought on a contract basis to allow for maximum profit on the part of the stadium.,0.0
12042,Q1751,what are club seats,D1658-10,The Club Level provides fans with special access to an indoor part of the arena exclusive to fans with special tickets.,0.0
12043,Q1751,what are club seats,D1658-11,"These areas are air conditioned and allow access to special restaurants, merchandise stands, and lounge areas of the stadium that are not otherwise available.",0.0
12044,Q1751,what are club seats,D1658-12,Concession stands and vendors on the Club Level also often offer different menus than in other stands to give more of a special feel to the Club.,0.0
12045,Q1751,what are club seats,D1658-13,"These areas are closed off to the rest of the stadium, and they usually can only be accessed through the exclusive, private club entrances.",0.0
12046,Q1752,where sophia loren lives in italy,D1659-0,Sophia Loren (; born Sofia Villani Scicolone ; 20 September 1934) is an Italian actress.,0.0
12047,Q1752,where sophia loren lives in italy,D1659-1,Loren is widely recognized as Italy's most renowned and honored actress.,0.0
12048,Q1752,where sophia loren lives in italy,D1659-2,"She was the first actress of the talkie era to win an Academy Award for a non-English-speaking performance, for her portrayal of Cesira in Vittorio De Sica 's Two Women .",0.0
12049,Q1752,where sophia loren lives in italy,D1659-3,"Her other awards include a Grammy Award , five special Golden Globes , a BAFTA Award and a Laurel Award .",0.0
12050,Q1752,where sophia loren lives in italy,D1659-4,"In 1995 she received the Cecil B. DeMille Award for lifetime achievements, one of many such awards.",0.0
12051,Q1752,where sophia loren lives in italy,D1659-5,"Her films include: Houseboat (1958), El Cid (1961), Yesterday, Today and Tomorrow (1963), Marriage Italian-Style (1964), and A Special Day (1977).",0.0
12052,Q1752,where sophia loren lives in italy,D1659-6,"In later years she has appeared in American blockbusters such as Grumpier Old Men (1995), and Nine (2009).",0.0
12053,Q1752,where sophia loren lives in italy,D1659-7,"In 1994 she starred in Robert Altman 's Prêt-à-Porter , which earned her a Golden Globe nomination the same year.",0.0
12054,Q1752,where sophia loren lives in italy,D1659-8,She has also achieved critical and commercial success in TV movies such as Courage (1986).,0.0
12055,Q1753,what states in the US has more suicide rate 2009?,D1660-0,"Deaths for self-inflicted injuries per 100,000 inhabitants in 2004.",0.0
12056,Q1753,what states in the US has more suicide rate 2009?,D1660-1,"Incidence of suicide is underreported due to both religious and social pressures, and possibly completely unreported in some areas.",0.0
12057,Q1753,what states in the US has more suicide rate 2009?,D1660-2,"Nevertheless, from reported cases, certain trends are apparent.",0.0
12058,Q1753,what states in the US has more suicide rate 2009?,D1660-3,"Since the data is skewed, comparing suicide rates between nations is statistically unsound.",0.0
12059,Q1753,what states in the US has more suicide rate 2009?,D1660-4,"The trends themselves are not the cause, but may be indicative of a root cause.",0.0
12060,Q1754,what school did oprah winfrey help,D1661-0,"The Oprah Winfrey Leadership Academy for Girls - South Africa is a female boarding school founded in January 2007 and located in Henley on Klip near Meyerton , south of Johannesburg , South Africa .",1.0
12061,Q1754,what school did oprah winfrey help,D1661-1,The academy was founded by Oprah Winfrey with the goal of providing educational and leadership opportunities for academically gifted girls from impoverished backgrounds.,0.0
12062,Q1754,what school did oprah winfrey help,D1661-2,Oprah Winfrey Leadership Academy for Girls,0.0
12063,Q1755,what year was digicel founded in trinidad,D1662-0,"Digicel is a mobile phone network provider operating in 31 markets across the Caribbean , Central America , and Oceania regions.",0.0
12064,Q1755,what year was digicel founded in trinidad,D1662-1,"The company is owned by Irishman Denis O'Brien , is incorporated in Bermuda , and based in Jamaica .",0.0
12065,Q1755,what year was digicel founded in trinidad,D1662-2,It has about 13 million wireless users.,0.0
12066,Q1755,what year was digicel founded in trinidad,D1662-3,"As of 2012, Digicel's markets comprise: Anguilla, Antigua and Barbuda, Aruba, Barbados, Bermuda, Bonaire, the British Virgin Islands, the Cayman Islands, Curacao, Dominica, El Salvador, Fiji, French Guiana, Grenada, Guadeloupe, Guyana, Haiti, Jamaica, Martinique, Nauru, Panama, Papua New Guinea, Samoa, Saint Kitts and Nevis, Saint Lucia, Saint Vincent and the Grenadines, Suriname, Tonga, Trinidad & Tobago, Turks and Caicos, and Vanuatu.",0.0
12067,Q1756,what teams are winning the most match in fifa 11,D1663-0,This is a list of records of the FIFA World Cup and its qualification matches .,0.0
12068,Q1761,what is a code white in weather,D1668-0,Hospital Emergency Codes are used in hospitals worldwide to alert staff to various emergencies.,0.0
12069,Q1761,what is a code white in weather,D1668-1,"The use of codes is intended to convey essential information quickly and with minimal misunderstanding to staff, while preventing stress and panic among visitors to the hospital.",0.0
12070,Q1761,what is a code white in weather,D1668-2,"These codes may be posted on placards throughout the hospital, or printed on employee identification badges for ready reference.",0.0
12071,Q1761,what is a code white in weather,D1668-3,Back of a hospital ID badge showing disaster codes.,0.0
12072,Q1761,what is a code white in weather,D1668-4,"Hospital emergency codes may denote different events at different hospitals, including nearby ones.",0.0
12073,Q1761,what is a code white in weather,D1668-5,"Because many physicians work at more than one facility, this may lead to confusion in emergencies, so uniform systems have been proposed.",0.0
12074,Q1762,who made the aqueduct,D1669-0,"The route of the Eifel aqueduct, with its average slope.",0.0
12075,Q1762,who made the aqueduct,D1669-1,The Eifel Aqueduct was one of the longest aqueducts of the Roman Empire .,0.0
12076,Q1762,who made the aqueduct,D1669-2,"The aqueduct, constructed in AD 80, carried water some from the hilly Eifel region of what is now Germany to the ancient city of Colonia Claudia Ara Agrippinensium (present-day Cologne ).",0.0
12077,Q1762,who made the aqueduct,D1669-3,"If the auxiliary spurs to additional springs are included, the length was .",0.0
12078,Q1762,who made the aqueduct,D1669-4,"The construction was almost entirely below ground, and the flow of the water was produced entirely by gravity .",0.0
12079,Q1762,who made the aqueduct,D1669-5,"A few bridges, including one up to in length, were needed to pass over valleys.",0.0
12080,Q1762,who made the aqueduct,D1669-6,"Unlike some of the other famous Roman aqueducts, the Eifel aqueduct was specifically designed to minimize the above-ground portion to protect it from damage and freezing.",0.0
12081,Q1763,what structure is disulfide bonds,D1670-0,"In chemistry , a disulfide bond (Br.E. disulphide bond) is a covalent bond , usually derived by the coupling of two thiol groups .",1.0
12082,Q1763,what structure is disulfide bonds,D1670-1,The linkage is also called an SS-bond or disulfide bridge.,0.0
12083,Q1763,what structure is disulfide bonds,D1670-2,The overall connectivity is therefore R-S-S-R.,0.0
12084,Q1763,what structure is disulfide bonds,D1670-3,The terminology is widely used in biochemistry.,0.0
12085,Q1763,what structure is disulfide bonds,D1670-4,"In formal terms, the connection is a persulfide, in analogy to its congener , peroxide (R-O-O-R), but this terminology is obscure and is no longer used (except in reference to R-S-S-H or H-S-S-H compounds).",0.0
12086,Q1763,what structure is disulfide bonds,D1670-5,Formal depiction of disulfide bond formation as an oxidation.,0.0
12087,Q1764,what percentage of england is christian,D1671-0,Westminster Abbey is used for the coronation of British monarchs,0.0
12088,Q1764,what percentage of england is christian,D1671-1,"Religion in the United Kingdom and in the countries that preceded it, has been dominated, for over 1,400 years, by various forms of Christianity .",0.0
12089,Q1764,what percentage of england is christian,D1671-2,"According to some surveys, a majority of citizens still identify with Christianity, although regular church attendance has fallen dramatically since the middle of the 20th century, and immigration and demographic change have contributed to the growth of other faiths.",0.0
12090,Q1764,what percentage of england is christian,D1671-3,"Religious affiliations of UK citizens are recorded by regular surveys, the four major ones being the UK Census , the Labour Force Survey , the British Social Attitudes survey and the European Social Survey .",0.0
12091,Q1764,what percentage of england is christian,D1671-4,"According to the 2001 UK census , Christianity is the major religion, followed by Islam , Hinduism , Sikhism , Judaism and Buddhism in terms of number of adherents.",0.0
12092,Q1764,what percentage of england is christian,D1671-5,"This, and the relatively large number of individuals with nominal or no religious affiliations has led commentators to variously describe the United Kingdom as a multi-faith, secularised , or post-Christian society.",0.0
12093,Q1764,what percentage of england is christian,D1671-6,"The United Kingdom was formed by the union of previously independent countries from 1707, and consequently most of the largest religious groups do not have UK-wide organisational structures.",0.0
12094,Q1764,what percentage of england is christian,D1671-7,"While some groups have separate structures for the individual countries of the United Kingdom, others may have a single structure covering England and Wales or Great Britain .",0.0
12095,Q1764,what percentage of england is christian,D1671-8,"Similarly, due to the relatively recent creation of Northern Ireland in 1921, most major religious groups in Northern Ireland are organised on an all-Ireland basis.",0.0
12096,Q1765,"what started the riots in newark, nj 1967",D1672-0,"The 1967 Newark riots were a major civil disturbance that occurred in the city of Newark, New Jersey between July 12 and July 17, 1967.",0.0
12097,Q1765,"what started the riots in newark, nj 1967",D1672-1,"The six days of rioting, looting, and destruction left 26 dead and hundreds injured.",0.0
12098,Q1766,what is a redshirt freshman football player,D1673-0,"In United States college athletics , redshirt is a delay or suspension of an athlete's participation in order to lengthen his or her period of eligibility.",1.0
12099,Q1766,what is a redshirt freshman football player,D1673-1,"Typically, a student's athletic eligibility in a given sport is four seasons, a number derived from the four years of academic classes that are normally required to obtain a bachelor's degree at an American college or university .",0.0
12100,Q1766,what is a redshirt freshman football player,D1673-2,"However, a student athlete may be offered the opportunity to redshirt for up to two years, which allows the athlete to spread those four years of eligibility over five, or sometimes six years.",0.0
12101,Q1766,what is a redshirt freshman football player,D1673-3,"In a redshirt year, a student athlete may attend classes at the college or university, practice with an athletic team, and dress for play but he or she may not compete during the game.",0.0
12102,Q1766,what is a redshirt freshman football player,D1673-4,"Using this mechanism, a student athlete has up to five academic years to use the four years of eligibility, thus becoming a fifth-year senior .",0.0
12103,Q1766,what is a redshirt freshman football player,D1673-5,"The term is used as a verb , noun , and adjective .",0.0
12104,Q1766,what is a redshirt freshman football player,D1673-6,"For example, a coach may choose to redshirt a player who is then referred to as a redshirt freshman or simply a redshirt.",0.0
12105,Q1766,what is a redshirt freshman football player,D1673-7,"The opposite of this is a ""true freshman.""",0.0
12106,Q1767,who started world war i,D557-0,World War I (WWI) was a global war centred in Europe that began on 28 July 1914 and lasted until 11 November 1918.,0.0
12107,Q1767,who started world war i,D557-1,"It was predominantly called the World War or the Great War from its occurrence until the start of World War II in 1939, and the First World War or World War I thereafter.",0.0
12108,Q1767,who started world war i,D557-2,"It involved all the world's great powers , which were assembled in two opposing alliances: the Allies (based on the Triple Entente of the United Kingdom , France and Russia ) and the Central Powers (originally the Triple Alliance of Germany, Austria-Hungary and Italy ; but, as Austria–Hungary had taken the offensive against the agreement, Italy did not enter into the war).",0.0
12109,Q1767,who started world war i,D557-3,"These alliances were both reorganised and expanded as more nations entered the war: Italy, Japan and the United States joined the Allies, and the Ottoman Empire and Bulgaria the Central Powers.",0.0
12110,Q1767,who started world war i,D557-4,"Ultimately, more than 70 million military personnel, including 60 million Europeans, were mobilised in one of the largest wars in history.",0.0
12111,Q1767,who started world war i,D557-5,"More than 9 million combatants were killed , largely because of technological advancements that led to enormous increases in the lethality of weapons without corresponding improvements in protection or mobility.",0.0
12112,Q1767,who started world war i,D557-6,"It was the fifth- deadliest conflict in world history, subsequently paving the way for various political changes, such as revolutions in many of the nations involved.",0.0
12113,Q1767,who started world war i,D557-7,One of the long-term causes of the war was the resurgence of imperialism in the foreign policies of the great powers of Europe.,0.0
12114,Q1767,who started world war i,D557-8,"More immediately, the assassination of Archduke Franz Ferdinand of Austria , the heir to the throne of Austria-Hungary, on 28 June 1914 by Yugoslav nationalist Gavrilo Princip in Sarajevo triggered a diplomatic crisis when Austria-Hungary subsequently delivered an ultimatum to the Kingdom of Serbia .",0.0
12115,Q1767,who started world war i,D557-9,Several alliances formed over the previous decades were invoked.,0.0
12116,Q1767,who started world war i,D557-10,"Within weeks, the major powers were at war and, via their colonies, the conflict soon spread around the world.",0.0
12117,Q1767,who started world war i,D557-11,"On 28 July, the Austro-Hungarians fired the first shots of the war as preparation for the invasion of Serbia .",0.0
12118,Q1767,who started world war i,D557-12,"While the Russians mobilised, the Germans invaded neutral Belgium and Luxembourg on the way to France, providing a casus belli for Britain's declaration of war against Germany.",0.0
12119,Q1767,who started world war i,D557-13,After the German march on Paris was brought to a halt—the so-called Miracle of the Marne —the Western Front settled into a static battle of attrition with a trench line that changed little until 1917.,0.0
12120,Q1767,who started world war i,D557-14,"On the Eastern Front , the Russian army was successful against the Austro-Hungarians, but was stopped in its invasion of East Prussia by the Germans.",0.0
12121,Q1767,who started world war i,D557-15,"In November the Ottoman Empire joined the war, opening up fronts in the Caucasus, Mesopotamia and the Sinai.",0.0
12122,Q1767,who started world war i,D557-16,Italy and Bulgaria went to war in 1915 and Romania in 1916.,0.0
12123,Q1767,who started world war i,D557-17,"In Russia, the tsar's government collapsed in March 1917 and a subsequent revolution in November brought the Russians to terms with the Central Powers.",0.0
12124,Q1767,who started world war i,D557-18,"After a 1918 German offensive along the western front, the Allies drove back the Germans in a series of successful offensives and American forces began entering the trenches.",0.0
12125,Q1767,who started world war i,D557-19,"Germany, which had its own trouble with revolutionaries , agreed to an armistice on 11 November 1918.",0.0
12126,Q1767,who started world war i,D557-20,The war ended in victory for the Allies.,0.0
12127,Q1767,who started world war i,D557-21,"Events on the home fronts were as tumultuous as on the battle fronts, as the participants tried to mobilize their manpower and economic resources to fight a total war .",0.0
12128,Q1767,who started world war i,D557-22,"By the end of the war, four major imperial powers—the German , Russian , Austro-Hungarian and Ottoman empires—ceased to exist.",0.0
12129,Q1767,who started world war i,D557-23,"The successor states of the former two lost a great amount of territory, while the latter two were dismantled entirely.",0.0
12130,Q1767,who started world war i,D557-24,The map of central Europe was redrawn into several smaller states.,0.0
12131,Q1767,who started world war i,D557-25,The League of Nations was formed in the hope of preventing another such conflict.,0.0
12132,Q1767,who started world war i,D557-26,"The European nationalism spawned by the war and the breakup of empires, the repercussions of Germany's defeat and problems with the Treaty of Versailles are agreed to be factors contributing to World War II .",0.0
12133,Q1768,who rules communism government,D1674-0,"Map of countries that declared themselves to be socialist states under the Marxist–Leninist or Maoist definition - that is to say, ""Communist states"" - between 1979 and 1983.",0.0
12134,Q1768,who rules communism government,D1674-1,This period marked the greatest territorial extent of Communist states.,0.0
12135,Q1768,who rules communism government,D1674-2,A communist state is a state where the means of production are collectively owned by the society.,0.0
12136,Q1768,who rules communism government,D1674-3,It has a form of government characterized by single-party rule or dominant-party rule of a communist party (referred as Dictatorship of the Proletariat by its proponents) and a professed allegiance to a Leninist or Marxist–Leninist ideology as the guiding principle of the state.,1.0
12137,Q1768,who rules communism government,D1674-4,"Technically, ""communist state"" is a contradictio in terminis as a communist society as defined by both Marxists and anarcho-communists is in principle stateless.",0.0
12138,Q1768,who rules communism government,D1674-5,"From this perspective, the term Marxist-Leninist state is more appropriate.",0.0
12139,Q1768,who rules communism government,D1674-6,"Historically, a ""communist state"" referred to a system where public ownership of all or most means of production by the Communist party -run state is deemed necessary to further the interests of the working class ; today, a communist state can also, for instance, refer to contemporary China and Vietnam, where a Communist Party-run state exists alongside a mixed economy .",0.0
12140,Q1768,who rules communism government,D1674-7,"According to Marxist–Leninists, the state is a tool in the hands of the ruling class , which in a socialist society is the working class, so a socialist state is, according to Leninists, a state of the working class .",0.0
12141,Q1768,who rules communism government,D1674-8,"In practice, communist states do not actually refer to themselves as such.",0.0
12142,Q1768,who rules communism government,D1674-9,"They do this not to disguise the fact that the ruling party is communist, but rather because they do not consider themselves to be a communist society at present.",0.0
12143,Q1768,who rules communism government,D1674-10,"Instead, they constitutionally identify themselves as socialist states or workers' states.",0.0
12144,Q1768,who rules communism government,D1674-11,"The primary goal of these states, which also explains their official name, is to guide their respective countries in the process of building socialism , ultimately leading to communism.",0.0
12145,Q1768,who rules communism government,D1674-12,"Communist states may have several legal political parties , but the communist party is usually granted a special or dominant role in government, often by statute or under the constitution.",0.0
12146,Q1768,who rules communism government,D1674-13,"Consequently, the institutions of the state and of the communist party become intimately entwined, such as in the development of parallel institutions.",0.0
12147,Q1768,who rules communism government,D1674-14,"In the 20th century, most communist states adopted planned economies .",0.0
12148,Q1768,who rules communism government,D1674-15,"However, there were exceptions: The Soviet Union during the 1920s and late 1980s and Yugoslavia after World War II allowed limited markets and a degree of worker self-management, while China , Vietnam and Laos introduced far-reaching market reforms after the 1980s.",0.0
12149,Q1768,who rules communism government,D1674-16,"In the 21st century, China and Vietnam have allowed a mixed economy to develop.",0.0
12150,Q1768,who rules communism government,D1674-17,The fundamental concepts of communist states often diverge from the original socio-economic ideologies from which they develop.,0.0
12151,Q1768,who rules communism government,D1674-18,"As a result, many adherents of these ideologies often oppose the political systems commonly associated with these states.",0.0
12152,Q1768,who rules communism government,D1674-19,"For example, dissenting communists such as Trotskyists were often opposed to the communist states of the 20th century, claiming either that they had nothing to do with ""real"" communism or that the ideology of such states had reached a point of irrevocable corruption .",0.0
12153,Q1769,what would michael phelps like to see,D1675-0,"Michael Fred Phelps II (born June 30, 1985) is a retired American swimmer and the most decorated Olympian of all time , with a total of 22 medals.",0.0
12154,Q1769,what would michael phelps like to see,D1675-1,"Phelps also holds the all-time records for Olympic gold medals (18, double the second highest record holders), Olympic gold medals in individual events (11), and Olympic medals in individual events for a male (13).",0.0
12155,Q1769,what would michael phelps like to see,D1675-2,"In winning eight gold medals at the 2008 Beijing Games , Phelps took the record for the most first-place finishes at any single Olympic Games .",0.0
12156,Q1769,what would michael phelps like to see,D1675-3,"Five of those victories were in individual events, tying the single Games record .",0.0
12157,Q1769,what would michael phelps like to see,D1675-4,"In the 2012 Summer Olympics in London, Phelps won four golds and two silver medals, making him the most successful athlete of the Games for the third Olympics in a row.",0.0
12158,Q1769,what would michael phelps like to see,D1675-5,"Phelps is the long course world recordholder in the 100-meter butterfly , 200-meter butterfly and 400-meter individual medley as well as the former long course world recordholder in the 200-meter freestyle and 200-meter individual medley .",0.0
12159,Q1769,what would michael phelps like to see,D1675-6,"He has won a total of 71 medals in major international long-course competition, 57 gold, 11 silver, and three bronze spanning the Olympics, the World , and the Pan Pacific Championships.",0.0
12160,Q1769,what would michael phelps like to see,D1675-7,Phelps's international titles and record-breaking performances have earned him the World Swimmer of the Year Award seven times and American Swimmer of the Year Award nine times as well as the FINA Swimmer of the Year Award in 2012.,0.0
12161,Q1769,what would michael phelps like to see,D1675-8,His unprecedented Olympic success in 2008 earned Phelps Sports Illustrated magazine's Sportsman of the Year award.,0.0
12162,Q1769,what would michael phelps like to see,D1675-9,"After the 2008 Summer Olympics, Phelps started the Michael Phelps Foundation, which focuses on growing the sport of swimming and promoting healthier lifestyles.",0.0
12163,Q1769,what would michael phelps like to see,D1675-10,"He expects to do further work with his foundation after the 2012 Olympics, which he has said will be his last.",0.0
12164,Q1770,what staffing policy does lenovo use currently,D1676-0,"Lenovo Group Limited () is a Chinese multinational computer hardware and electronics company with its headquarters in Beijing, China and Morrisville, North Carolina and its registered office in Hong Kong, China .",0.0
12165,Q1770,what staffing policy does lenovo use currently,D1676-1,"Its products include personal computers, tablet computers , mobile phones , workstations , servers , electronic storage devices, IT management software and smart televisions .",0.0
12166,Q1770,what staffing policy does lenovo use currently,D1676-2,Lenovo is the world's second-largest PC vendor by 2012 unit sales.,0.0
12167,Q1770,what staffing policy does lenovo use currently,D1676-3,It markets the ThinkPad line of notebook computers and the ThinkCentre line of desktops.,0.0
12168,Q1770,what staffing policy does lenovo use currently,D1676-4,Lenovo has operations in more than 60 countries and sells its products in around 160 countries.,0.0
12169,Q1770,what staffing policy does lenovo use currently,D1676-5,"Lenovo was founded in Beijing in 1984 and incorporated in Hong Kong in 1988 under its previous name, Legend.",0.0
12170,Q1770,what staffing policy does lenovo use currently,D1676-6,Lenovo is listed on the Hong Kong Stock Exchange and is a constituent of the Hang Seng China-Affiliated Corporations Index .,0.0
12171,Q1771,what is a slugs slime made out of,D1677-0,Slug is a common name for an apparently shell-less terrestrial gastropod mollusk .,0.0
12172,Q1771,what is a slugs slime made out of,D1677-1,"The word ""slug"" is also often used as part of the common name of any gastropod mollusc that has no shell, has a very reduced shell, or has only a small internal shell.",0.0
12173,Q1771,what is a slugs slime made out of,D1677-2,"(This is in contrast to the common name "" snail "", which is applied to gastropods that have a coiled shell that is large enough that the soft parts of the animal can retract fully into it.)",0.0
12174,Q1771,what is a slugs slime made out of,D1677-3,"Slugs exist on land and in the sea, and there is even one genus of freshwater slugs, Acochlidium .",0.0
12175,Q1771,what is a slugs slime made out of,D1677-4,"The unadorned word ""slug"" is however applied primarily to land slugs, whereas slugs from the sea or from freshwater are usually referred to as "" sea slugs "" and ""freshwater slugs"".",0.0
12176,Q1771,what is a slugs slime made out of,D1677-5,"Land gastropods with a shell that is not quite vestigial , but is too small to retract into (like many in the family Urocyclidae ), are known as semislugs .",0.0
12177,Q1771,what is a slugs slime made out of,D1677-6,The various taxonomic families of slugs form part of several quite different evolutionary lineages which also include snails.,0.0
12178,Q1771,what is a slugs slime made out of,D1677-7,"Thus, for example, the various families of land slugs are not very closely related to one another, despite a superficial similarity in the overall body form.",0.0
12179,Q1771,what is a slugs slime made out of,D1677-8,"The shell-less condition has arisen many times independently during the evolutionary past, and thus the category ""slug"" is emphatically a polyphyletic one.",0.0
12180,Q1771,what is a slugs slime made out of,D1677-9,"Slugs, like all other gastropods, undergo torsion (a 180° twisting of the internal organs) during development.",0.0
12181,Q1771,what is a slugs slime made out of,D1677-10,"Internally, slug anatomy clearly shows the effects of this rotation, but externally the bodies of land slugs appear to be more or less symmetrical, except for the positioning of the pneumostome , which is on one side of the animal, normally the right hand side.",0.0
12182,Q1771,what is a slugs slime made out of,D1677-11,"The soft, slimy bodies of slugs are prone to desiccation , so land-living slugs are confined to moist environments and must retreat to damp hiding places when the weather is dry.",0.0
12183,Q1771,what is a slugs slime made out of,D1677-12,The subsequent information in this article applies to land slugs.,0.0
12184,Q1773,what is (sic),D549-0,"is a Latin word that means ""thus"" or, in writing, ""it was thus in the source material"".",0.0
12185,Q1773,what is (sic),D549-1,Sic may also refer to:,0.0
12186,Q1773,what is (sic),D549-2,"Sic, Cluj , a commune in Romania",0.0
12187,Q1773,what is (sic),D549-3,"SIC, the regional code for Sicily",0.0
12188,Q1773,what is (sic),D549-4,"Sic (noise artist) , styled as [sic], stage name of Jennifer Morris, a Canadian noise artist",0.0
12189,Q1773,what is (sic),D549-5,"Sic (band) is a modern Hardcore/Thrash metal band from Torshavn, the capital of the Faroe Islands",0.0
12190,Q1773,what is (sic),D549-6,"""(sic)"", a song by American band Slipknot on the album Slipknot",0.0
12191,Q1773,what is (sic),D549-7,"SIC, the initial of Marco Simoncelli .",0.0
12192,Q1773,what is (sic),D549-8,SIC as an acronym may stand for:,0.0
12193,Q1773,what is (sic),D549-9,"SiC, Silicon carbide , a semiconducting material, also used to make metalworking tools",0.0
12194,Q1773,what is (sic),D549-10,SIC (cyclecar) (Società Italiana Cyclecars),0.0
12195,Q1773,what is (sic),D549-11,"Standard Industrial Classification , a 20th-century U.S. system for classifying industries",0.0
12196,Q1773,what is (sic),D549-12,International Standard Industrial Classification a UN system for economic activities,0.0
12197,Q1773,what is (sic),D549-13,Shetland Islands Council,0.0
12198,Q1773,what is (sic),D549-14,the Swiss Interbank Clearing system,0.0
12199,Q1773,what is (sic),D549-15,"San Isidro Club , an Argentine rugby union club",0.0
12200,Q1773,what is (sic),D549-16,"Standing Interpretation Committee, a committee dedicated to the interpretation of international accounting standards IFRS",0.0
12201,Q1773,what is (sic),D549-17,Schwarz information criterion in the field of statistics,0.0
12202,Q1773,what is (sic),D549-18,Second-in-command in the field of aviation,0.0
12203,Q1773,what is (sic),D549-19,Sistema Interconectado Central power grid in Chile,0.0
12204,Q1773,what is (sic),D549-20,"Sociedade Independente de Comunicação (SIC), a television channel in Portugal",0.0
12205,Q1773,what is (sic),D549-21,"Sea Isle City, New Jersey , a coastal town in the United States",0.0
12206,Q1773,what is (sic),D549-22,"Segmented Integer Counter mode, a mode of operation in cryptography",0.0
12207,Q1773,what is (sic),D549-23,"Sepang International Circuit , a high-end racetrack that hosts the Malaysian round of Formula 1",0.0
12208,Q1773,what is (sic),D549-24,"Shanghai International Circuit , a motor racing venue in Shanghai, China",0.0
12209,Q1773,what is (sic),D549-25,"Simplified instructional computer , a hypothetical computer used in systems programming",0.0
12210,Q1773,what is (sic),D549-26,"SIC (Sons Idées Couleurs), an early twentieth-century art magazine produced by French author Pierre Albert-Birot",0.0
12211,Q1773,what is (sic),D549-27,"Southeastern Illinois College , a two year Junior College in Harrisburg, Illinois, United States",0.0
12212,Q1773,what is (sic),D549-28,"Specific inductive capacity , abbreviated to SIC, which is more commonly known as the relative permittivity or the dielectric constant",0.0
12213,Q1773,what is (sic),D549-29,"St Ignatius' College, Riverview , a Jesuit school in Sydney, Australia",0.0
12214,Q1774,who overthrows france,D1678-0,Imperial Standard of Napoleon I,0.0
12215,Q1774,who overthrows france,D1678-1,"Napoleon Bonaparte ( , ; 15 August 1769 – 5 May 1821) was a French military and political leader who rose to prominence during the latter stages of the French Revolution and its associated wars in Europe.",0.0
12216,Q1774,who overthrows france,D1678-2,"As Napoleon I, he was Emperor of the French from 1804 to 1815.",0.0
12217,Q1774,who overthrows france,D1678-3,"His legal reform, the Napoleonic Code , has been a major influence on many civil law jurisdictions worldwide, but he is best remembered for his role in the wars led against France by a series of coalitions, the so-called Napoleonic Wars .",0.0
12218,Q1774,who overthrows france,D1678-4,"He established hegemony over most of continental Europe and sought to spread the ideals of the French Revolution, while consolidating an imperial monarchy which restored aspects of the deposed Ancien Régime .",0.0
12219,Q1774,who overthrows france,D1678-5,"Due to his success in these wars, often against numerically superior enemies, he is generally regarded as one of the greatest military commanders of all time, and his campaigns are studied at military academies worldwide.",0.0
12220,Q1774,who overthrows france,D1678-6,Napoleon was born at Ajaccio in Corsica in a family of noble Italian ancestry which had settled Corsica in the 16th century.,0.0
12221,Q1774,who overthrows france,D1678-7,He trained as an artillery officer in mainland France.,0.0
12222,Q1774,who overthrows france,D1678-8,He rose to prominence under the French First Republic and led successful campaigns against the First and Second Coalitions arrayed against France.,0.0
12223,Q1774,who overthrows france,D1678-9,He led a successful invasion of the Italian peninsula.,0.0
12224,Q1774,who overthrows france,D1678-10,"In 1799, he staged a coup d'état and installed himself as First Consul ; five years later the French Senate proclaimed him emperor, following a plebiscite in his favour.",0.0
12225,Q1774,who overthrows france,D1678-11,"In the first decade of the 19th century, the French Empire under Napoleon engaged in a series of conflicts—the Napoleonic Wars —that involved every major European power.",0.0
